date,foodItem,preparedQty,consumedQty,wastedQty,dayOfWeek
2025-12-03,Upma,82,77,5,Wednesday
2025-12-03,Sabzi,79,74,5,Wednesday
2025-12-04,Pulao,132,117,15,Thursday
2025-12-04,Curd Rice,48,41,7,Thursday
2025-12-04,Paratha,158,149,9,Thursday
2025-12-05,Pulao,120,107,13,Friday
2025-12-05,Sabzi,100,89,11,Friday
2025-12-05,Curd Rice,74,66,8,Friday
2025-12-06,Dal,103,61,42,Saturday
2025-12-06,Sambar,75,46,29,Saturday
2025-12-07,Dosa,100,62,38,Sunday
2025-12-07,Sambar,90,56,34,Sunday
2025-12-08,Dosa,104,93,11,Monday
2025-12-08,Rice,125,107,18,Monday
2025-12-08,Idli,169,148,21,Monday
2025-12-09,Pulao,134,114,20,Tuesday
2025-12-09,Curd Rice,57,51,6,Tuesday
2025-12-09,Poha,78,68,10,Tuesday
2025-12-09,Sambar,86,74,12,Tuesday
2025-12-10,Rice,108,94,14,Wednesday
2025-12-10,Dosa,108,100,8,Wednesday
2025-12-10,Upma,82,75,7,Wednesday
2025-12-10,Sabzi,87,82,5,Wednesday
2025-12-11,Curd Rice,51,46,5,Thursday
2025-12-12,Idli,124,108,16,Friday
2025-12-12,Pulao,111,101,10,Friday
2025-12-12,Sabzi,99,91,8,Friday
2025-12-13,Curd Rice,49,30,19,Saturday
2025-12-13,Pulao,104,66,38,Saturday
2025-12-14,Paratha,198,131,67,Sunday
2025-12-14,Curd Rice,75,46,29,Sunday
2025-12-14,Dal,84,51,33,Sunday
2025-12-15,Curd Rice,63,57,6,Monday
2025-12-15,Upma,63,55,8,Monday
2025-12-15,Rice,107,91,16,Monday
2025-12-16,Dosa,75,65,10,Tuesday
2025-12-16,Dal,95,83,12,Tuesday
2025-12-16,Pulao,96,88,8,Tuesday
2025-12-16,Rice,132,122,10,Tuesday
2025-12-17,Chapati,226,209,17,Wednesday
2025-12-17,Idli,174,165,9,Wednesday
2025-12-18,Sabzi,109,96,13,Thursday
2025-12-18,Curd Rice,63,58,5,Thursday
2025-12-18,Dosa,115,104,11,Thursday
2025-12-19,Dosa,95,81,14,Friday
2025-12-19,Pulao,127,120,7,Friday
2025-12-19,Sabzi,104,90,14,Friday
2025-12-19,Idli,149,127,22,Friday
2025-12-20,Rice,140,87,53,Saturday
2025-12-20,Idli,122,77,45,Saturday
2025-12-21,Dosa,99,59,40,Sunday
2025-12-21,Curd Rice,55,34,21,Sunday
2025-12-22,Dal,75,70,5,Monday
2025-12-22,Dosa,78,69,9,Monday
2025-12-22,Rice,143,124,19,Monday
2025-12-22,Sambar,56,51,5,Monday
2025-12-23,Dal,67,60,7,Tuesday
2025-12-23,Sambar,76,68,8,Tuesday
2025-12-23,Poha,79,67,12,Tuesday
2025-12-23,Chapati,184,161,23,Tuesday
2025-12-24,Paratha,204,175,29,Wednesday
2025-12-24,Sabzi,82,73,9,Wednesday
2025-12-25,Poha,79,67,12,Thursday
2025-12-25,Dosa,98,87,11,Thursday
2025-12-25,Upma,64,58,6,Thursday
2025-12-25,Curd Rice,68,62,6,Thursday
2025-12-26,Upma,63,54,9,Friday
2025-12-27,Dal,104,62,42,Saturday
2025-12-27,Rice,109,65,44,Saturday
2025-12-27,Dosa,98,65,33,Saturday
2025-12-28,Rice,102,67,35,Sunday
2025-12-28,Pulao,86,53,33,Sunday
2025-12-28,Sabzi,93,58,35,Sunday
2025-12-30,Sabzi,86,78,8,Tuesday
2025-12-30,Paratha,149,127,22,Tuesday
2025-12-30,Sambar,76,69,7,Tuesday
2025-12-31,Chapati,223,203,20,Wednesday
2025-12-31,Sabzi,85,74,11,Wednesday
2026-01-01,Upma,85,74,11,Thursday
2026-01-01,Sambar,54,47,7,Thursday
2026-01-01,Idli,161,140,21,Thursday
2026-01-01,Dal,73,65,8,Thursday
2026-01-02,Idli,134,118,16,Friday
2026-01-03,Chapati,243,161,82,Saturday
2026-01-03,Poha,64,39,25,Saturday
2026-01-04,Pulao,88,55,33,Sunday
2026-01-04,Rice,119,71,48,Sunday
2026-01-05,Sambar,81,71,10,Monday
2026-01-05,Upma,62,53,9,Monday
2026-01-06,Curd Rice,72,61,11,Tuesday
2026-01-06,Pulao,102,91,11,Tuesday
2026-01-07,Rice,130,113,17,Wednesday
2026-01-07,Sambar,76,69,7,Wednesday
2026-01-07,Dal,100,94,6,Wednesday
2026-01-08,Idli,161,139,22,Thursday
2026-01-08,Sambar,50,44,6,Thursday
2026-01-08,Paratha,166,144,22,Thursday
2026-01-09,Idli,138,127,11,Friday
2026-01-09,Poha,70,62,8,Friday
2026-01-09,Chapati,195,166,29,Friday
2026-01-09,Dosa,116,106,10,Friday
2026-01-10,Rice,142,87,55,Saturday
2026-01-10,Poha,100,62,38,Saturday
2026-01-10,Upma,63,41,22,Saturday
2026-01-11,Curd Rice,63,40,23,Sunday
2026-01-11,Idli,163,101,62,Sunday
2026-01-11,Upma,61,37,24,Sunday
2026-01-11,Dosa,94,56,38,Sunday
2026-01-11,Dal,73,44,29,Sunday
2026-01-12,Dal,77,69,8,Monday
2026-01-12,Pulao,111,98,13,Monday
2026-01-12,Chapati,245,211,34,Monday
2026-01-13,Rice,108,92,16,Tuesday
2026-01-13,Dosa,115,99,16,Tuesday
2026-01-14,Poha,61,52,9,Wednesday
2026-01-15,Curd Rice,65,56,9,Thursday
2026-01-15,Pulao,114,103,11,Thursday
2026-01-15,Dosa,83,77,6,Thursday
2026-01-16,Pulao,117,103,14,Friday
2026-01-16,Poha,65,61,4,Friday
2026-01-16,Chapati,231,218,13,Friday
2026-01-16,Dosa,78,66,12,Friday
2026-01-17,Sambar,58,37,21,Saturday
2026-01-17,Rice,101,62,39,Saturday
2026-01-17,Dal,103,63,40,Saturday
2026-01-18,Upma,70,43,27,Sunday
2026-01-19,Rice,157,140,17,Monday
2026-01-19,Chapati,232,218,14,Monday
2026-01-20,Rice,108,99,9,Tuesday
2026-01-20,Paratha,149,129,20,Tuesday
2026-01-20,Chapati,223,195,28,Tuesday
2026-01-21,Upma,68,58,10,Wednesday
2026-01-21,Chapati,181,159,22,Wednesday
2026-01-21,Dal,83,77,6,Wednesday
2026-01-22,Rice,131,124,7,Thursday
2026-01-23,Poha,85,72,13,Friday
2026-01-23,Sabzi,120,109,11,Friday
2026-01-23,Idli,121,110,11,Friday
2026-01-23,Paratha,166,157,9,Friday
2026-01-24,Dal,66,41,25,Saturday
2026-01-24,Upma,87,53,34,Saturday
2026-01-25,Chapati,252,156,96,Sunday
2026-01-25,Poha,72,46,26,Sunday
2026-01-26,Dosa,101,94,7,Monday
2026-01-26,Idli,159,138,21,Monday
2026-01-26,Sabzi,76,67,9,Monday
2026-01-26,Upma,55,48,7,Monday
2026-01-27,Pulao,110,96,14,Tuesday
2026-01-27,Poha,88,81,7,Tuesday
2026-01-28,Paratha,170,151,19,Wednesday
2026-01-28,Poha,66,56,10,Wednesday
2026-01-28,Dosa,108,95,13,Wednesday
2026-01-28,Dal,95,89,6,Wednesday
2026-01-28,Sambar,87,78,9,Wednesday
2026-01-29,Dal,102,93,9,Thursday
2026-01-29,Chapati,238,221,17,Thursday
2026-01-29,Idli,147,128,19,Thursday
2026-01-30,Upma,82,71,11,Friday
2026-01-31,Upma,95,61,34,Saturday
2026-01-31,Sabzi,118,77,41,Saturday
2026-01-31,Poha,100,61,39,Saturday
2026-01-31,Curd Rice,66,41,25,Saturday
2026-02-01,Sambar,81,52,29,Sunday
2026-02-01,Idli,165,108,57,Sunday
2026-02-01,Upma,71,45,26,Sunday
2026-02-01,Dosa,125,75,50,Sunday
2026-02-01,Curd Rice,51,33,18,Sunday
2026-02-02,Idli,166,150,16,Monday
2026-02-02,Poha,98,85,13,Monday
2026-02-03,Poha,76,69,7,Tuesday
2026-02-03,Idli,122,104,18,Tuesday
2026-02-03,Pulao,122,110,12,Tuesday
2026-02-04,Dosa,118,101,17,Wednesday
2026-02-05,Paratha,155,139,16,Thursday
2026-02-06,Idli,161,151,10,Friday
2026-02-07,Curd Rice,68,45,23,Saturday
2026-02-07,Pulao,85,50,35,Saturday
2026-02-08,Paratha,148,95,53,Sunday
2026-02-08,Dosa,94,58,36,Sunday
2026-02-09,Dosa,109,95,14,Monday
2026-02-10,Curd Rice,74,63,11,Tuesday
2026-02-10,Upma,76,71,5,Tuesday
2026-02-10,Sambar,71,61,10,Tuesday
2026-02-11,Idli,175,165,10,Wednesday
2026-02-12,Idli,155,139,16,Thursday
2026-02-12,Upma,55,49,6,Thursday
2026-02-13,Upma,62,57,5,Friday
2026-02-14,Curd Rice,59,36,23,Saturday
2026-02-14,Idli,178,106,72,Saturday
2026-02-14,Pulao,95,61,34,Saturday
2026-02-15,Sambar,60,38,22,Sunday
2026-02-15,Dosa,91,57,34,Sunday
2026-02-15,Curd Rice,60,37,23,Sunday
2026-02-16,Sambar,61,54,7,Monday
2026-02-16,Poha,60,51,9,Monday
2026-02-16,Pulao,118,102,16,Monday
2026-02-17,Paratha,150,133,17,Tuesday
2026-02-17,Sambar,84,72,12,Tuesday
2026-02-18,Poha,63,58,5,Wednesday
2026-02-19,Paratha,178,165,13,Thursday
2026-02-20,Dosa,87,82,5,Friday
2026-02-20,Sambar,80,69,11,Friday
2026-02-21,Pulao,104,64,40,Saturday
2026-02-21,Sambar,80,52,28,Saturday
2026-02-22,Idli,153,100,53,Sunday
2026-02-22,Paratha,196,124,72,Sunday
2026-02-22,Poha,73,43,30,Sunday
2026-02-23,Upma,61,52,9,Monday
2026-02-23,Curd Rice,56,50,6,Monday
2026-02-24,Paratha,212,191,21,Tuesday
2026-02-24,Pulao,132,123,9,Tuesday
2026-02-25,Pulao,132,121,11,Wednesday
2026-02-25,Dosa,79,72,7,Wednesday
2026-02-25,Curd Rice,62,56,6,Wednesday
2026-02-26,Poha,80,73,7,Thursday
2026-02-27,Upma,62,52,10,Friday
2026-02-28,Curd Rice,60,36,24,Saturday
2026-02-28,Upma,86,53,33,Saturday
2026-02-28,Paratha,168,103,65,Saturday
2026-03-01,Dosa,119,75,44,Sunday
2026-03-01,Upma,67,42,25,Sunday
2026-03-02,Poha,67,61,6,Monday
2026-03-02,Curd Rice,69,65,4,Monday
2026-03-02,Upma,66,62,4,Monday
2026-03-02,Dosa,99,85,14,Monday
2026-03-03,Pulao,108,100,8,Tuesday
2026-03-03,Paratha,168,153,15,Tuesday
2026-03-03,Upma,56,48,8,Tuesday
2026-03-04,Poha,85,76,9,Wednesday
2026-03-04,Idli,161,151,10,Wednesday
2026-03-04,Dosa,118,103,15,Wednesday
2026-03-05,Pulao,93,79,14,Thursday
2026-03-06,Pulao,133,113,20,Friday
2026-03-06,Poha,61,53,8,Friday
2026-03-07,Curd Rice,51,33,18,Saturday
2026-03-07,Pulao,85,53,32,Saturday
2026-03-07,Dosa,88,58,30,Saturday
2026-03-08,Poha,70,44,26,Sunday
2026-03-09,Curd Rice,53,47,6,Monday
2026-03-09,Paratha,192,181,11,Monday
2026-03-10,Curd Rice,69,60,9,Tuesday
2026-03-10,Paratha,206,177,29,Tuesday
2026-03-10,Sambar,80,75,5,Tuesday
